rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,3.888920000053986e-05,0.00017283640000209744,0.008940842800003112,12.98,5.56,3.436
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,4.0389599997524784e-05,0.00017266139999628648,0.008120994000000338,13.492,5.38,3.356
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,3.9507600003844345e-05,0.0001704482000036478,0.007500056599995333,13.448,5.104,3.344
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,4.1838799999595725e-05,0.00011471020000089993,0.009360382400001754,13.884,13.884,3.322
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,4.1835800000853853e-05,0.00019388720000370087,0.00791806319999796,14.086,9.944,3.368
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,3.911639999796534e-05,0.00019197039999676235,0.009743264399997315,13.798,7.358,3.366
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,4.1035999996438475e-05,0.00021113279999644875,0.008086606000004621,14.316,7.058,3.39
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,4.349360000242086e-05,0.0002667774000049121,0.008015294999998786,14.396,5.73,3.332
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,4.120180000131768e-05,0.00020042400000352246,0.008364868599994907,14.884,5.424,3.38
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,4.5390200002202616e-05,0.00022212060000151724,0.009018021999999064,14.43,4.95,3.384
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,4.059400000414826e-05,0.00018854980000401156,0.00797009640000033,13.522,4.946,3.338
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,4.1810799995346316e-05,0.00018655539999531357,0.007199864600002911,13.248,4.83,3.38
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,4.104740000047968e-05,0.0001918762000013885,0.008726291800002854,13.56,4.676,3.288
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,3.963059999841789e-05,0.00018346020000171848,0.007557229000000689,13.95,4.736,3.35
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,3.924559999745725e-05,0.00017626240000208782,0.010314314399997783,14.058,4.546,3.332
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,3.909660000022086e-05,0.000177781399999958,0.00968225599999755,13.068,4.646,3.362
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,3.8394399998651354e-05,0.00018821719999687048,0.007424238400001059,13.502,4.91,3.354
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,4.0265800001407115e-05,0.00018834840000204168,0.008235174599999482,12.786,4.794,3.358
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,4.0244000003212934e-05,0.0001974832000025799,0.008567750399997976,14.184,5.034,3.388
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,4.206139999564584e-05,0.00020071719999850758,0.007923660599999039,13.638,4.964,3.378
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,4.29923999993207e-05,0.0001997353999988718,0.007706758599998466,13.856,5.04,3.358
rlrange=50,sigma2=10
Scale,nR,nL,RSCT1,RSCT2,BFST1,RSCL1,RSCL2,BFSL
0,0,0,4.328479999685442e-05,0.00019675080000183698,0.008972114999999349,13.956,4.466,3.256
rlrange=50,sigma2=10
